cw	pmi_4	raw_4	freq
ansehnlich/ADJ	0.22282009	1	2613
ansiedeln/VVF	1.3430274	1	975
ansiedeln/VVI	0.9785738	2	2788
ansonsten/ADV	0.62046164	20	43528
ansprechend/ADJ	-0.053785313	2	7029
anspringen/VVF	1.9727402	1	491
anspruchsvoll/ADJ	-0.71877354	2	13442
ansprühen/VVF	7.5952525	1	2
anstatt/APP	-0.55807346	1	5578
anstatt/KOU	0.13123928	5	15864
anstecken/VVF	1.7717135	1	610
anstehen/VVF	1.3580676	4	3664
anstehend/ADJ	-1.1691524	1	10195
ansteigen/VVP	0.6195269	2	4179
ansteigend/ADJ	1.6123136	4	2579
anstellen/VVF	0.33672282	1	2481
anstellen/VVI	1.298235	5	4861
anstellen/VVP	0.16368118	2	5966
ansteuern/VVI	1.3579048	1	947
anstimmen/VVF	2.0355327	1	479
anstrahlen/VVP	2.3857663	1	329
anstrengen/VVI	0.70421946	1	1668
anstrengend/ADJ	0.7575619	5	7992
anständig/ADJ	0.6599089	3	5044
antarktisch/ADJ	2.6527174	2	461
anteilnehmend/ADJ	3.688242	1	79
anthroposophisch/ADJ	0.58021337	1	1818
anti-entzündliche/ADJ	5.8460526	1	9
antisemitisch/ADJ	-0.5364499	2	11089
antreffen/VVI	1.4102447	6	5459
antreten/VVI	-1.0956	1	11395
antworten/VVF	-1.2890038	6	81826
antworten/VVI	-1.1685796	1	12308
anwehen/VVP	5.6142507	2	27
anweisen/VVP	-1.0290823	2	20182
anwenden/VVF	0.35433385	2	5080
anwenden/VVI	-1.924874	1	25283
anwenden/VVP	-0.7252499	3	22069
anwesend/ADJ	-1.740729	1	19561
anwärmen/VVF	5.3222675	2	35
anwärmen/VVI	4.8761525	1	29
anwärmen/VVP	4.648623	2	67
anzeigen/VVP	-1.4311051	1	15280
anzeihen/VVF	3.8999035	26	1900
anzieh'n/NE	7.3075705	1	2
anziehen.&ldquo/NN	8.470721	1	1
anziehen.../ADJ	8.2884	1	1
anziehen.../NE	6.7479544	1	4
anziehen../ADJ	7.3075705	1	2
anziehen./NE	6.260251	5	29
anziehen/VVF	4.627525	43	1593
anziehen/VVI	5.372343	284	4707
anziehen/VVP	4.204349	99	5176
anziehen:D/ADJ	8.470721	1	1
anziehend/ADJ	1.2512255	2	1896
anziehen/VVF	5.8606515	1	10
anziehen/VVP	8.2884	1	1
anziehn/VVF	5.8557615	3	32
anzubieten./VVI	5.3010354	1	15
anzuhaben/VVI	5.127859	2	47
anzureden./ADJ	8.000717	1	1
anzuschauen./VVI	4.992563	1	21
anzünden/VVF	1.5589738	1	746
anzünden/VVI	1.1655328	1	1097
anzünden/VVP	0.8101356	1	1586
ap/VVI	7.0356364	1	4
aperiodischen/ADJ	5.9449925	2	17
apiaster/NN	7.3075705	1	2
appetitlich/ADJ	3.1245663	4	603
apple/VVF	3.7720606	1	79
apropos/ADV	2.342688	3	2473
arabisch/ADJ	-1.63854	2	33109
arbeit.../ADJ	5.6028223	1	11
arbeiten/VVF	-1.2899959	10	129047
arbeiten/VVI	-1.0685805	5	51569
arbeiten/VVP	-1.3389282	2	27043
architektonisch/ADJ	-0.66848844	1	6358
arglos/ADJ	2.2439868	2	713
arktisch-/ADJ	8.000717	1	1
arktisch/ADJ	1.9647876	2	928
arm/ADJ	-0.17006612	11	42964
aromatisch/ADJ	2.2639031	5	1741
aromatisierter/ADJ	4.6205735	2	62
arrangieren/VVI	0.97041273	1	1384
artenreich/ADJ	1.1902994	1	981
artig/ADJ	1.4056202	2	1614
as/ADJ	-0.6455943	1	6359
asiatisch/ADJ	0.07156095	3	9064
assimilieren/VVI	2.0546427	1	460
astrologisch-exemplarisch/ADJ	8.134249	1	1
at/ADJ	-0.29186237	2	8861
atem/ADJ	4.061566	1	54
athmet/VVF	7.084427	1	3
athmosphärischen/ADJ	5.9057717	1	9
atlantisch/ADJ	2.4378748	4	1127
atmen/VVF	1.7481983	9	5778
atmen/VVI	1.6368276	4	2836
atmen/VVP	3.0519576	1	165
atmend/ADJ	3.6029303	6	552
atmosphärisch/ADJ	0.050964322	1	3096
attestieren/VVI	2.0997932	1	427
attraktiv/ADJ	-0.8773313	4	32006
au/ITJ	-0.4473936	1	5533
au?öst/VVF	8.470721	1	1
auc/NN	4.8174686	1	25
auch.../NE	3.0068893	1	161
auch/ADV	-0.031054843	1330	4563168
auditieren/VVI	4.2871456	1	51
auf/APP	-0.20028143	1298	5066399
auf/PTK	0.01279247	99	357070
aufbacken/VVF	5.474989	1	17
aufbauen/VVI	-0.7807165	3	23821
aufbauen/VVP	-0.4390438	5	27468
aufbauendes/ADJ	3.2018325	1	128
aufbereiten/VVP	-0.013783623	1	3627
aufbewahren/VVF	2.190575	3	1299
aufbewahren/VVI	0.8986297	2	3024
aufbewahren/VVP	0.77787775	3	4978
aufblasen/VVF	3.8224914	1	81
aufblähen/VVP	2.0939941	1	430
aufbrauchen/VVP	2.1021051	4	1751
aufbrechen/VVI	0.019325864	1	3541
aufbringen/VVI	-0.6024241	1	6491
aufbrühen/VVF	4.8490505	1	27
aufdrehen/VVF	3.3831248	2	243
aufdringlich/ADJ	0.032181554	1	3332
aufeinander/ADV	-0.41423073	3	14900
aufeinander/PTK	1.0271745	1	1631
aufeinandertreffen/VVI	3.8129585	2	149
aufeinandertreffend/ADJ	5.243877	1	17
auferlegt/ADJ	0.624444	1	1660
aufessen/VVP	2.2370949	1	379
auff/NN	2.9751935	1	159
auffallen/VVF	0.35245442	2	5068
auffallend/ADJ	-0.48178077	1	6242
auffangen/VVF	1.6193246	1	752
auffällig/ADJ	-0.26454684	3	14389
auffüllen/VVF	1.5220158	1	853
auffüllen/VVI	2.5574343	5	1411
auffüllen/VVP	0.78593713	1	1662
aufgebackenes/ADJ	7.3075705	2	6
aufgebauter/ADJ	3.261235	1	121
aufgebläht/ADJ	1.6696606	1	601
aufgedreht/ADJ	3.2438998	1	124
aufgedunsen/ADJ	2.5620947	1	251
aufgeheizt/ADJ	1.9159334	1	472
aufgehellt/ADJ	3.6392124	1	85
aufgehen/VVI	2.7176292	11	2627
aufgehend/ADJ	2.4526145	3	832
aufgehören/VVP	-0.12952568	1	3882
aufgelöst/ADJ	2.220939	6	2068
aufgemacht/ADJ	1.9664329	1	440
aufgeregt/ADJ	-0.034520987	1	3561
aufgeräumt/ADJ	1.5274056	1	730
aufgeschlossen/ADJ	0.55343974	2	3886
aufgeschäumter/ADJ	4.766953	1	28
aufgeschüttelt/VVP	5.5583706	1	15
aufgesetzt/ADJ	0.78796214	1	1499
aufgestehen/VVP	0.822172	1	1486
aufgestellt/ADJ	-0.54591316	1	5417
aufgestiegen/ADJ	2.3192658	1	306
aufgetragen/ADJ	1.8400377	1	509
aufgetürmt/ADJ	2.9826102	1	163
aufgewärmt/ADJ	2.818934	1	195
aufgießen/VVF	3.0528445	3	558
aufgießen/VVP	3.7051342	1	87
aufgleiten/NN	7.5152097	1	2
aufgrund/APP	-0.36912248	32	155972
aufhalten/VVI	0.5551295	6	12624
aufheben/VVF	0.2924752	1	2681
aufheben/VVP	-1.2340411	2	25784
aufheizen/VVI	3.3539255	2	253
aufheizen/VVP	2.7932825	2	435
aufhängen/VVF	1.9503945	1	510
aufhängen/VVP	0.39950255	1	2388
aufhören/VVI	-0.90289396	1	8563
aufkeimender/ADJ	4.210862	1	49
aufkochen/VVF	0.90835154	1	1571
aufkochen/VVI	2.3509734	4	1348
aufkommen/VVI	0.026765464	2	7075
aufkommen/VVP	1.5470924	1	748
aufkommend/ADJ	1.4755045	3	2210
aufl?sen/VVF	7.777574	1	2
aufladen/VVF	2.2605226	1	380
aufleben/VVI	1.0661986	1	1229
auflecken/VVI	5.1748843	1	21
auflegen/VVI	2.529936	6	1742
auflegen/VVP	0.6005169	2	4060
aufleuchten/VVF	2.160076	1	400
aufliegen/VVF	3.1116223	3	496
aufloesen/VVF	5.8905044	1	10
auflösen,Ei/VVF	8.000717	1	1
auflösen/VVF	3.6741831	42	3935
auflösen/VVI	2.254343	21	7915
auflösen/VVP	1.1411026	10	11364
auflösend/ADJ	1.1343051	1	1021
aufm/NE	2.1042507	1	399
aufmerksam/ADJ	-1.6245474	2	34545
aufnahme./NE	7.3075705	1	2
aufnehmen/VVF	0.91161764	8	11568
aufnehmen/VVI	0.56811184	17	35232
aufnehmen/VVP	-0.4410731	10	56799
aufnähet/VVF	8.000717	1	1
aufopferungsvoll/ADJ	2.0208828	1	427
aufpassen/VVF	0.6357747	1	1838
aufpflanzen/VVP	4.8798223	3	80
aufquellend/ADJ	5.9530244	1	8
aufragend/ADJ	2.0205667	1	417
aufrecht/ADJ	-0.11909041	1	3707
aufrecht/PTK	0.10150212	3	9108
aufregen/VVI	0.79498947	1	1589
aufregend/ADJ	-0.04430978	2	7074
aufreißen/VVF	2.0101907	2	920
aufreißen/VVP	1.1217475	1	1118
aufrichtig/ADJ	-0.077078916	2	7038
aufrufen/VVP	-1.3006284	1	12810
aufräumen/VVI	0.7674425	1	1679
aufräumen/VVP	1.1288484	1	1162
aufs/APP	0.49676192	18	35665
aufsauge/VVF	5.7363534	1	10
aufsaugende/ADJ	5.72345	1	11
aufscheinen/VVI	2.5400686	1	282
aufschichten/VVF	5.276138	1	16
aufschlagen/VVF	3.1266658	10	1568
aufschlagen/VVI	2.9149232	6	1148
aufschlitzen/VVF	4.16261	2	112
aufschneiden/VVF	2.3794112	1	341
aufschreiben/VVI	0.5828368	1	1969
aufschwemmen/VVP	4.153233	1	55
aufschütten/VVI	3.7684243	1	81
aufsetzen/VVF	1.0879747	1	1235
aufsetzen/VVI	0.8172262	1	1534
aufsetzen/VVP	0.62883514	1	1882
aufspielen/VVF	1.9694314	1	506
aufstehen/VVI	0.8278453	3	4478
aufsteigen/VVF	2.303025	7	2489
aufsteigen/VVI	1.5070581	4	3207
aufsteigend/ADJ	2.9296536	16	2754
aufsteigt./NE	5.937024	1	8
aufstellen/VVF	1.4670194	4	3252
aufstellen/VVI	0.16043726	3	9096
aufstellen/VVP	-0.1551292	4	16524
aufströmende/ADJ	6.9021053	1	3
aufströmenden/ADJ	6.9891167	1	3
aufsuchen/VVF	0.9708552	2	2653
aufsuchen/VVI	0.6193193	3	5853
aufsuchen/VVP	0.19077036	1	2889
aufsummiert/ADJ	5.036734	1	21
auftauchen/VVF	0.1869617	4	11590
auftauchend/ADJ	0.73800117	1	1500
auftauen/VVI	3.8158088	4	334
auftauen/VVP	2.40137	1	306
aufteilen/VVP	-0.7475478	1	7719
auftischen/VVP	1.9375138	1	524
auftragen/VVF	3.1282272	6	998
auftragen/VVP	1.4426084	4	3347
auftreiben/VVI	0.95265687	1	1371
auftreiben/VVP	2.366821	1	328
auftreten/VVF	-0.023761166	8	29844
auftretend/ADJ	-0.34451532	2	8959
aufwachen/VVF	0.47090828	1	2140
aufwachen/VVI	1.0225037	1	1270
aufwachen/VVP	1.6484147	2	1398
aufwachsen/VVP	-0.6640333	1	6718
aufwarten/VVI	1.5355452	2	1633
aufwecken/VVP	1.8809696	1	532
aufweichen/VVP	2.1806345	2	797
aufweisen/VVF	-1.5501227	1	17480
aufweisen/VVI	0.6865392	4	7249
aufwerfen/VVP	0.47225127	1	2155
aufwärmen/VVI	3.8194854	7	572
aufwärmen/VVP	3.608431	5	479
augenblicklich/ADJ	0.33285752	2	4741
aus-gestattet/VVP	6.1883388	1	7
aus./NE	-0.2750091	1	4035
aus/APP	-0.044008493	674	2272581
aus/APZ	-0.34363908	5	23562
aus/PTK	-0.20267993	103	471848
ausatmen/VVF	2.8708186	1	215
ausbacken/VVF	2.5851727	1	312
ausbacken/VVI	5.4049964	4	68
ausbaufähig/ADJ	1.5500495	1	769
ausbeuterisch/ADJ	1.6676599	1	595
ausbilden/VVI	-0.36198333	1	5153
ausbilden/VVP	-1.2125063	1	11923
ausbreiten/VVF	1.1439484	3	3537
ausbreiten/VVI	0.86328995	2	3022
ausbreiten/VVP	1.8799256	5	2708
ausbrüten/VVP	2.4604347	1	306
ausbügeln/VVF	4.4966626	1	41
auschließlich/ADJ	2.8423808	1	180
ausdampfen/ADJ	4.9355755	2	53
ausdauernder/ADJ	3.3467572	1	118
ausdehnen/VVF	1.8199247	3	1756
ausdehnend/ADJ	2.524777	1	252
ausdenken/VVP	0.8896133	2	3014
ausdrucksstark/ADJ	2.293192	4	1355
ausdrucksvoll/ADJ	1.7555802	1	577
ausdrücken/VVI	1.9316995	21	10893
ausdrücken/VVP	-0.93091714	1	10256
ausdämpfen/ADJ	5.6981325	1	11
ausdünsten/VVI	4.6865315	1	32
auser/ADJ	4.0911975	1	52
ausfahren/VVF	1.4557271	1	785
ausfallen/VVF	0.560791	3	6190
ausfallen/VVI	1.1975129	6	6480
ausfallen/VVP	0.971999	3	4161
ausfliegen/VVI	3.7549043	2	171
ausführen/VVP	-1.9314426	1	23894
ausführlich/ADJ	-1.9325383	2	47273
ausgeben/VVI	1.0732412	6	7326
ausgeben/VVP	-1.1352226	1	11197
ausgebildet/ADJ	-1.0615144	1	9236
ausgedampften/ADJ	7.1897874	1	3
ausgedehnt/ADJ	-0.6588864	1	6282
ausgedient/ADJ	1.5891044	1	660
ausgedrückt/ADJ	3.006254	4	626
ausgefallen/ADJ	0.044854008	1	3106
ausgefeilt/ADJ	0.49632588	1	1965
ausgeführt/ADJ	0.20188668	1	2584
ausgeglichen/ADJ	1.9982821	20	9386
ausgehen/VVF	-1.1566967	2	21836
ausgehen/VVP	-1.7506237	1	19051
ausgekoppelt/ADJ	4.8174686	1	27
ausgekühlt/ADJ	3.4748611	1	110
ausgelegt/ADJ	0.515296	1	1891
ausgeleuchtet/ADJ	2.590188	1	237
ausgeleuchteter/ADJ	5.5803494	1	12
ausgeprägt/ADJ	0.23021287	6	15945
ausgeprägteren/ADJ	5.0480886	4	80
ausgerichtet/ADJ	-1.0327365	1	8769
ausgeruhen/VVP	2.607374	2	520
ausgeschaltenen/ADJ	6.9891167	1	3
ausgeschaltet/ADJ	4.6903267	12	351
ausgesprochen/ADJ	0.2761419	6	14949
ausgespült/ADJ	3.5939982	1	86
ausgestatten/VVP	0.2220574	7	20138
ausgestattet/ADJ	0.09072312	2	5703
ausgestellt/ADJ	0.0061694537	1	3189
ausgestreckter/ADJ	3.720585	1	78
ausgetrieben/ADJ	4.9802923	1	22
ausgewogen/ADJ	1.1674331	8	8072
ausgezeichnet/ADJ	-0.767886	2	14468
ausgiebig/ADJ	1.4500836	8	6207
ausgießen/VVP	1.8828956	1	501
ausgleichen/VVF	1.0963429	1	1287
ausgleichen/VVI	-0.81745034	1	8548
ausgteielt/ADJ	8.134249	4	4
aushalten/VVI	-0.42668778	1	5609
ausharren/VVI	1.66522	1	671
aushändigen/VVP	0.39128894	1	2516
aushärten/VVF	3.9489324	1	63
ausklingen/VVF	2.8993278	1	211
ausklingen/VVI	2.0372987	2	977
auskochen/VVF	3.8575828	1	78
auskommen/VVF	0.30513	1	2763
auskommen/VVI	1.2221814	4	4320
auskommen/VVP	2.4737716	1	307
auskühlen/VVF	3.4843786	1	111
auskühlen/VVI	2.4658468	2	672
auskühlt/ADJ	5.9134936	2	21
auskühlt/VVF	4.9443607	1	26
ausladend/ADJ	1.3731722	1	808
auslegen/VVP	-0.25980774	2	9132
ausleuchten/VVP	1.7692522	1	610
ausliefern/VVP	-0.06195169	2	7766
ausländisch/ADJ	-2.8988442	1	58257
auslösen/VVF	-0.029163178	2	7789
auslösend/ADJ	1.5609678	3	2068
ausmachen/VVF	-1.222391	1	12735
ausnutzen/VVI	0.6910868	2	3582
ausnutzen/VVP	-0.010098548	1	3555
ausnüchterndes/ADJ	8.000717	1	1
auspackst/NN	8.134249	1	1
auspendelnde/ADJ	8.000717	1	1
auspolymerisiert/VVF	8.000717	1	1
auspressen/VVF	2.6716285	1	307
auspressen/VVP	2.898567	1	197
ausprobieren/VVI	-0.005045774	2	7437
ausprobieren/VVP	-0.26200277	1	4640
ausquellen/VVI	3.4311745	1	122
ausreichend/ADJ	0.7627944	49	74353
ausreiten/VVI	3.349141	1	123
ausrollen/VVI	1.8763076	1	522
ausruhen/VVI	0.48183882	1	2250
ausräumen/VVP	0.5252365	1	2126
ausrüsten/VVP	0.6986142	3	5327
aussagen/VVI	0.28192085	1	2742
ausschenken/VVP	1.8463902	1	570
ausschlafen/VVI	2.0262718	1	475
ausschließen/VVF	-0.49958387	1	6106
ausschließlich/APP	-0.65232426	3	18086
ausschließlichßlich/ADJ	-0.8943527	6	45398
ausschneiden/VVF	2.116699	1	450
ausschneiden/VVI	2.0481236	1	441
ausschneiden/VVP	1.6212307	1	673
ausschwingend/ADJ	4.4489474	1	37
ausschwärmen/VVF	3.9933844	1	60
aussehen/VVF	-0.094245896	6	23143
aussehen/VVI	-0.9191286	2	18045
aussehend/ADJ	0.14115952	1	2750
aussen/NN	1.6413058	4	2541
aussenden/VVF	1.4319376	1	844
ausser/ADJ	0.6678578	1	1658
ausserdem/ADJ	0.4204004	1	2210
aussetzen/VVF	0.5275063	1	2138
aussetzen/VVI	-0.6563464	1	7082
aussetzen/VVP	-0.5562312	4	24964
aussprechen/VVF	1.3597801	6	5477
aussprechen/VVP	-1.5426428	1	17158
ausspucken/VVF	2.4443722	1	320
ausspülen/VVF	4.42767	3	148
ausspülen/VVP	3.3993044	2	239
ausspült/VVF	5.2926674	1	18
aussreichend/ADJ	4.9268675	1	27
ausstaffieren/VVF	4.452538	1	40
ausstaffieren/VVP	3.1075528	1	158
ausstatten/VVF	2.695859	2	481
ausstehen/VVI	1.4200783	1	867
aussterben/VVP	0.6696571	1	1904
ausstoßen/VVF	2.026908	1	463
ausstrahlen/VVF	0.4255816	1	2405
ausstrahlen/VVI	2.0042653	3	1473
ausstrahlen/VVP	0.5908998	2	4101
ausstrahlst/VVF	5.076213	1	22
ausstrecken/VVF	1.7597109	1	582
ausstrecken/VVI	2.5102313	2	562
ausstrecken/VVP	1.4088722	1	829
ausströmen/VVF	4.715118	5	161
aussäen/VVP	2.7963674	2	442
austauschen/VVF	0.499152	1	2255
austauschen/VVI	-0.91799974	1	9084
austauschen/VVP	0.482608	3	6668
austeile/VVF	5.062879	1	22
austeilen/VVP	2.0972307	2	880
australien/NN	4.467031	1	37
austreiben/VVF	2.423349	2	622
austreiben/VVI	2.1154819	2	881
austreiben/VVP	3.5607169	5	508
austreten/VVF	1.4584256	1	826
austrocknen/VVF	1.8045279	1	617
austrocknen/VVI	2.1852818	2	840
austrocknen/VVP	2.4176912	2	627
ausverkauft/ADJ	0.6153315	1	1743
auswandern/VVF	1.814766	1	577
auswaschen/VVF	5.5486355	10	161
auswaschen/VVI	4.684585	7	230
auswaschen/VVP	2.9973307	3	525
auswechseln/VVI	1.8509146	1	582
ausweichen/VVI	0.85338765	3	4643
auswringen/VVF	4.1775255	1	53
auswählen/VVI	0.056868218	2	6876
auswählen/VVP	-1.3501238	1	13758
auszeichnen/VVF	0.33084294	2	5419
auszeichnen/VVP	-0.334764	3	16774
auszeihen/VVF	2.5507526	3	785
ausziehen/VVF	1.2206535	1	1010
ausziehen/VVI	1.0775195	2	2391
ausziehen/VVP	2.1711838	5	1922
auszusprechen./VVI	4.595362	1	31
auszustreichen/VVI	5.076213	1	22
authentisch/ADJ	0.2930227	4	9821
automatisch/ADJ	-0.5642348	7	39755
außenpolitisch/ADJ	-0.7348077	1	6833
außenteam/NN	7.3075705	1	2
außenßen/ADJ	-0.14816913	10	38111
außer/APP	-0.13088311	20	77009
außerdem/ADV	0.49093118	29	62961
außerdem/PAV	-0.14449225	16	103086
außerdordentlich/ADJ	7.3075705	1	2
außergewöhnlich/ADJ	0.8684838	14	19288
außerhalb/ADV	0.62871724	4	6948
außerhalb/APP	-0.7805381	8	55129
außerordentlich/ADJ	-0.1606219	6	22966
away.../ADJ	8.000717	1	1
azurblau/ADJ	3.078003	1	155
b.s./NN	7.5952525	1	2
b/ADJ	-1.2377405	3	34154
b/VVF	-1.8670522	1	20131
b/VVI	1.9721378	1	513
b]Ein/NN	7.0356364	1	3
backen/VVF	1.039935	3	4283
backen/VVI	1.7147193	7	4766
backen/VVP	1.6952028	3	1951
baden/VVF	3.7776926	24	1912
baden/VVI	3.2037568	15	2182
baden/VVP	3.270384	6	790
badisch/ADJ	0.1678108	1	2896
bahnen/VVF	1.0407256	2	2457
balancieren/VVI	2.404613	1	330
bald/ADV	0.6880057	59	100670
balkony./NE	8.000717	1	1
balladenartige/ADJ	7.3075705	1	2
balsamischen/ADJ	5.474989	1	13
bangen/VVI	0.4961194	1	2167
bar/ADJ	-0.80411404	1	7450
barfuss/NN	3.5064788	1	105
barfuß/ADJ	2.274205	17	6076
barfüßert.../ADJ	8.000717	1	1
barm/ADJ	8.000717	1	1
basteln/VVP	0.8238897	1	1559
bath/NN	5.317985	1	18
bauen/VVF	0.05739053	11	36370
bauen/VVI	-0.66548467	3	20486
bauen/VVP	-2.0822961	1	28233
baumeln/VVI	2.1712205	2	779
bauschen/VVF	3.632853	1	92
bauschig/ADJ	4.8983755	1	24
bayerisch/ADJ	-2.0661025	2	51754
bayrisch/ADJ	0.16415015	1	2780
baß/ADJ	1.9063015	1	501
be-greifen/VVF	8.000717	1	1
beachtlich/ADJ	-1.0907972	1	10005
beanspruchen/VVP	1.0415564	1	1192
bearbeiten/VVI	0.12570903	3	9577
bearbeiten/VVP	-1.6167866	1	18589
bearbeitet/ADJ	0.18248832	1	2644
bebinden/VVF	8.470721	1	1
bebrüten/VVP	3.1875174	1	157
bedachen/VVP	-0.7719897	1	7466
bedanken/VVF	0.15801325	3	9269
bedanken/VVI	-0.19547816	1	4591
bedarf/VVF	-2.3710184	1	37170
bedauern/VVF	-0.7910346	1	8061
bedauernd/ADJ	2.103907	1	426
bedecken/VVF	2.76463	15	3340
bedecken/VVI	3.5906284	14	1364
bedecken/VVP	1.2950478	5	5043
bedecket/VVF	4.9864087	1	25
bedeckt/ADJ	2.905258	13	2306
bedenken/VVF	-0.97747016	1	10055
bedeuten/VVF	-0.2566138	28	136562
bedeuten/VVP	0.7717849	1	1786
bedeutend/ADJ	-0.6000419	7	41268
bedienen/VVF	-1.3833241	1	13790
bedienen/VVI	0.20531099	3	8812
bedingen/VVF	0.14372839	6	17928
bedingen/VVP	0.5253782	1	2017
bedingt/ADJ	-0.57291514	2	11360
bedrohen/VVF	-0.5881683	1	6266
bedrängender/ADJ	4.7048807	1	29
bedurfte/VVF	0.8172262	2	3124
beeindrucken/VVF	0.07276197	3	10050
beeindruckend/ADJ	0.15193005	5	15325
beeinflussen/VVF	-0.167131	3	12694
beeinflussen/VVI	-0.28811026	3	14739
beeinflussen/VVP	-0.36345083	3	15904
beeinflußt/ADJ	0.9835474	1	1178
beeinträchtigen/VVF	0.7311007	3	5025
been/VVF	2.8112388	1	205
beenden/VVF	0.17123623	3	8954
beenden/VVI	-1.2265784	1	12684
beengend/ADJ	2.9381225	1	177
beer/ADJ	4.0257196	1	58
beerige/ADJ	4.762039	1	26
befallen/VVF	1.4041687	2	1730
befallen/VVP	0.1720322	1	3035
befestigen/VVP	0.30800524	2	5287
befeuchten/VVF	3.4030755	1	117
befeuchten/VVI	3.7389183	2	169
befeuchten/VVP	3.0035052	1	177
befinden/VVF	-1.3343518	10	133130
befindlich/ADJ	-1.5360539	1	14294
beflügeln/VVF	1.060616	1	1218
beflügeln/VVI	2.1377966	1	451
befragen/VVF	-0.20777431	1	4347
befreien/VVI	-0.70351535	2	14725
befreien/VVP	0.011156995	4	14126
befriedigen/VVI	0.43095097	2	4772
befriedigend/ADJ	-0.91642565	1	8264
befruchten/VVI	2.0042653	1	493
befruchtend/ADJ	2.431896	1	280
befördern/VVF	1.1723661	3	3216
befüllen/VVP	2.7108734	2	477
befürworten/VVF	-0.6573023	1	6913
began/VVF	3.4468405	1	112
begeben/VVF	0.25777304	5	13237
begeben/VVP	-0.18741597	1	4383
begegnen/VVF	-0.9284695	2	17932
begegnen/VVP	-0.8103946	1	8090
begegt/VVF	8.000717	1	1
begehen/VVF	-0.9307354	1	8836
begehen/VVP	-1.4254497	1	14370
begehren/VVF	0.15603583	1	3024
begehrt/ADJ	0.5161281	7	14195
begeisteren/ADJ	7.3075705	1	2
begeistern/VVF	0.38384935	2	4738
begeistert/ADJ	-0.59152913	3	18063
begeisterungsfähig/ADJ	2.4717846	1	295
begießen/VVF	2.456517	1	320
begießen/VVI	3.5962875	2	194
begießen/VVP	2.9678316	1	185
beginnen/VVF	0.6203296	95	180204
beginnen/VVI	-0.4568518	4	23929
beginnen/VVP	-0.4516667	7	39760
beginnend/ADJ	-0.56279856	2	11554
begleiten/VVF	0.4734548	10	21333
begleiten/VVI	0.3418999	4	10753
begleiten/VVP	-1.6574209	1	19628
begleitend/ADJ	-0.18337782	2	8099
beglückt/ADJ	2.252121	1	361
beglückwünschen/VVF	1.3369464	1	914
begnügen/VVF	0.10490907	1	3167
begreifen/VVF	-1.2430093	1	12284
begreifen/VVI	-1.3271059	1	13017
begrenzt/ADJ	-1.3496747	3	38949
begründen/VVF	-1.3868953	2	26952
begründen/VVP	-2.1242723	1	31039
begrüssen./NE	5.2926674	1	15
begrüssen/VVI	2.6139314	1	265
begrüßen/VVF	0.56460977	12	24204
begrüßen/VVI	0.2601074	3	8429
begrüßen/VVP	1.1326315	7	8553
begünstigen/VVF	2.2730558	13	4610
begünstigen/VVI	1.1939572	2	2319
begünstigen/VVP	0.9181339	3	4390
begünstigend/ADJ	1.4996154	1	750
begünstigt/ADJ	0.86772084	2	2627
behagen/VVF	2.28781	1	358
behaglich/ADJ	4.657568	43	1357
behalten/VVF	-0.58510745	3	18838
behalten/VVI	-1.5945281	1	18126
behandeln/VVF	-0.04424965	4	14812
behandeln/VVI	-1.6328051	1	18474
behandeln/VVP	-1.0416687	5	51397
behandelt/ADJ	-0.5904694	1	5753
behauchen/VVF	5.6734395	1	11
behaupten/VVF	-2.1927729	1	31086
behaupten/VVI	-1.7499976	1	19583
beheben/VVI	-0.15990794	1	4379
beheimaten/VVI	3.0671432	1	184
beheimatend/ADJ	7.0356364	1	3
beheizen/VVF	3.717131	1	82
beheizen/VVI	2.8887296	1	221
beheizen/VVP	3.1649318	4	598
beheizt/ADJ	2.8891816	5	897
behelfen/VVF	2.0142655	1	468
behind/ADJ	2.7257967	1	208
behutsam/ADJ	0.97132546	4	5014
behängt/ADJ	3.4170263	1	103
behütend/ADJ	4.8123007	2	52
behütet/ADJ	2.2273312	1	343
bei/APP	0.13207422	937	2761224
bei/PTK	-1.2597257	3	41784
beide/PID	-1.1322284	34	356070
beide/PIS	-0.13621409	20	86103
beidseitig/ADJ	1.509046	2	1447
beieinander/ADV	0.80768925	1	1456
beieinandersaßen/VVF	7.084427	1	3
beifügen/VVF	1.9314241	1	565
beige/ADJ	1.6368276	1	685
beigeben/VVI	1.8313682	1	571
beim/APP	-0.10124756	142	529503
beimengen/VVF	4.071346	1	64
beinah/ADV	1.1365223	1	1051
beinahe/ADV	-0.42630485	4	20106
beinen/VVF	2.2952697	1	317
beinhalten/VVF	-0.84164625	3	25000
beinhaltet/ADJ	3.2163556	1	135
beisammen/ADV	1.3150126	1	891
beiseite/ADV	-0.33725935	1	4863
beiseite/PTK	0.6920072	1	1941
beispiellos/ADJ	-0.080487	1	3556
beispielsweise/ADJ	-0.61574113	16	98747
beitragen/VVF	-1.2032527	1	12277
beitragen/VVI	-1.3149228	2	26389
beitragen/VVP	-0.7057315	2	14295
beißen/VVF	0.40347794	2	4678
beißend/ADJ	1.9483342	2	949
bekannt/ADJ	-2.0038488	5	122096
bekannt/PTK	-1.3681747	1	15118
bekanntermessen/VVF	0.6782896	1	1607
bekanntlich/ADV	0.9263255	10	13461
bekatzten/ADJ	8.000717	1	1
bekennen/VVF	-1.207408	1	11842
