cw	pmi_4	raw_4	freq
Fahren/NN	-0.43134063	1	4830
Fahrer/NN	-1.2527189	2	22203
Fahrerin/NN	1.7959201	2	1054
Fahrerservice/NN	4.993926	1	25
Fahrersitz/NN	1.9469168	1	458
Fahrgast/NN	-0.9017723	1	7766
Fahrgeschäft/NN	2.247829	1	331
Fahrkarte/NN	0.08059857	1	3100
Fahrrad/NN	-1.631709	1	16148
Fahrradcodierung/NN	4.3753896	1	43
Fahrradurlaub/NN	4.859578	1	26
Fahrspaß/NN	1.8993249	1	503
Fahrstil/NN	2.7719557	2	408
Fahrstuhl/NN	0.38673177	1	2180
Fahrt/NN	-0.01906733	11	35572
Fahrtwind/NN	2.8146539	2	378
Fahrverbot/NN	-0.25766274	1	4004
Fahrzeug-Katalysatoren/NN	7.133992	1	3
Fahrzeug/NN	-1.4759067	4	54265
Fahrzeugunterboden/NN	6.4980035	1	5
Faktum/NN	-1.328868	2	24625
Falco-Fan/NN	7.2517753	1	2
Falcón/NE	5.0339313	1	20
Fall-Messer/NN	8.078454	1	1
Fall/NN	-0.47549888	88	444449
Falludscha/NE	3.795853	1	92
Fallwind/NN	3.7254148	1	75
Falsche/NN	0.6336623	2	3433
Falsifikate/NN	4.7720904	1	26
Falte/NN	0.79055125	2	2907
Falun/NE	-2.1784182	1	27264
Fam./NN	1.9884377	1	492
Familie/NN	-1.7259005	12	215768
Familien-onsen/NN	7.9449224	1	1
Familiendiskussionen/NN	6.413446	1	5
Familiengottesdienst/NN	2.9023042	2	362
Familienkutsche/NN	3.675225	1	81
Familienleben/NN	0.08845763	1	2930
Familienrecht/NN	0.84923637	1	1389
Familienstreit/NN	3.3310404	1	120
Fan-Funktion/NN	6.84631	1	3
Fan-Nähe/NN	6.054072	1	7
Fan/NN	0.95023507	31	37827
Fang/NN	0.5266666	2	3780
Fangen/NN	1.6961545	1	597
Fango-Paraffin-Packung/NN	7.4594145	1	2
Fango/NN	3.3976462	1	110
Fangokuren/NN	7.385307	1	2
Fankatalog/NN	6.558628	1	4
Fantasie/NN	-0.69287205	1	6337
Fantast/NN	4.8258667	1	28
Fantasy-Eisen/NN	7.9449224	1	1
Fanumfeld/NN	6.88887	1	3
Faouaz/NE	5.706876	1	13
Farah/NE	2.2793612	1	347
Farbbad/NN	5.370404	2	30
Farbe/NN	-0.38658047	13	61338
Farbenbrühe/NN	6.84631	1	3
Farbenpracht/NN	1.9324305	1	464
Farbfeuerwerke/NN	7.9449224	2	2
Farbstift/NN	3.209821	1	126
Farbtupfer/NN	2.2941892	1	334
Farid/NE	2.609791	1	239
Faro/NE	2.5495918	1	246
Farr/VVF	4.2717915	1	43
Faschierte/NN	4.993926	1	26
Faschingsküchlein/NN	7.2517753	1	2
Faschingstag/NN	5.3148336	1	16
Faschismus/NN	-0.036426436	3	9887
Faser/NN	1.2120663	3	2780
Faserverbundkeramik/NN	8.078454	1	1
Fasnetsküchlein/NN	8.414927	1	1
Fassade/NN	-0.32672182	2	8687
Fassadenmarkt/NN	7.0286317	1	3
Fassbinder-Adaption/NN	7.582017	2	3
Fassbinder-Stoff/NN	7.9449224	1	1
Fassbinder/NE	2.2316022	3	1089
Fassungsvermögen/NN	1.2849877	1	867
Fast-Aufsteiger/NN	6.84631	1	3
Fasten/NN	-0.2598519	1	4255
Fastenaktion/NN	3.3702114	1	108
Fastfoodgericht/NN	7.9449224	1	1
Faszination/NN	1.7490268	13	7231
Fat/NE	1.5452881	1	673
Fata/NN	2.9505293	3	497
Fatima/NE	0.88562703	1	1346
Faust/NN	0.38822004	5	10928
Favorit/NN	3.0182235	49	7904
Favoriten..../NN	8.232604	1	1
Favoritien/NN	6.9798417	1	3
Favoritin/NN	3.372792	3	339
Fax-Hotline/NN	5.6055236	1	13
Faxe/NN	0.6504602	1	1664
Faxgerät/NN	2.2219503	2	682
Fazit/NN	-0.8194189	4	58792
Faß/NN	-0.45862603	1	4985
Fc/NE	2.1075566	1	367
Februar/NN	-0.35810417	18	106331
Fechten/NN	1.9404182	1	474
Fechter/NN	2.1766014	1	359
Fechtwaffen/NN	6.6921597	1	4
Feder/NN	1.0202963	9	10145
Federweiße/NN	3.7327948	1	80
Fegefeuer/NN	2.8488743	5	933
Feger/NN	5.6568656	13	162
Fehde/NN	2.4002333	6	1702
Fehler/NN	-2.290157	2	63268
Fehlerbaum/NN	6.4980035	1	6
Fehlertoleranz/NN	2.780851	1	231
Feierabend/NN	0.920051	2	2694
Feiertag/NN	-1.3269011	1	11892
Feiertipps/NN	7.385307	1	2
Feige/NN	1.4819905	2	1518
Fein/NE	2.1769922	2	884
Feind./NN	5.1491666	1	17
Feind/NN	-0.8700987	5	37589
Feindbild/NN	-0.15626277	1	3808
Feindschaft/NN	-0.008088318	1	3135
Feinmotorik/NN	2.0169969	1	418
Feinschmeckerrestaurant/NN	4.658388	1	33
Feinste/NN	0.8910126	1	1483
Feira/NE	3.4506838	1	93
Fel/ADJ	6.263164	1	7
Felafel/NN	7.385307	1	3
Felchenart/NN	7.9449224	1	1
Feld/NN	-0.43166384	13	61960
Feldarbeit/NN	1.7472062	1	555
Feldern/NN	6.6570683	1	4
Feldfrucht/NN	1.990057	1	421
Feldtestphase/NN	8.232604	1	1
Felge/NN	2.3314521	4	1236
Felipe/NE	1.5660719	1	688
Fels/NN	0.8766794	9	11654
Felsberg/NN	5.0004835	1	20
Felsenweiher/NN	8.078454	1	1
Felsformation/NN	2.6082861	2	472
Felsgestein/NN	3.2897723	1	115
Felski/NN	5.0476303	1	19
Felsplatte/NN	4.354483	1	40
Felsspalte/NN	3.1902552	1	126
Felswand/NN	0.9038389	1	1256
Fencheltee/NN	3.2175345	1	130
Fenster/NN	-0.15644278	12	44211
Fensterbank/NN	1.3251826	1	851
Fensterladen/NN	2.0179963	1	421
Fensterseite/NN	4.2942643	1	42
Ferdinand/NE	-0.888595	1	7960
Ferialjobs/NN	5.6549163	1	12
Ferien/NN	-0.53495824	2	10685
Ferienerlebnis/NN	4.155067	1	53
Ferienfreude/NN	5.761684	1	10
Ferienhof****/NN	6.440845	2	9
Ferienkarte/NN	5.449653	1	15
Ferienleben/NN	7.721779	1	2
Ferienpaß/NN	3.1368115	1	146
Ferientag/NN	2.1723137	1	363
Ferientipp/NN	6.84631	1	3
Ferienzeit/NN	1.7826608	2	1082
Ferkel/NN	0.98220557	1	1202
Fernan/NE	5.5135045	1	14
Fernando/NE	0.09935957	1	2992
Ferne/NN	-1.0459707	1	9094
Fernmelder/NN	4.5862846	1	32
Fernseh-Publikum/NN	5.865481	1	9
Fernsehen/NN	-1.5327251	3	44236
Fernseher/NN	0.40150344	5	10612
Fernsehereignis/NN	4.340784	1	43
Fernsehspot/NN	2.2520323	1	332
Fernsicht/NN	2.4779177	1	268
Fernwärme-Wasser/NN	8.043363	4	4
Fernwärme/NN	1.0592849	1	1102
Fernwärmeversorger/NN	6.440845	1	5
Feron/NE	6.03538	1	8
Ferrari/NE	2.1796334	4	1515
Fertiggericht/NN	1.8020788	1	542
Fertigsuppe/NN	4.0789433	1	55
Feshha/NN	8.414927	1	1
Fest/NN	-0.45481893	6	29887
Festival/NN	-0.22253597	4	15662
Festivalbands/NN	7.079925	1	3
Festivalbesucher/NN	3.3397522	1	112
Festivalleitung/NN	3.869506	1	67
Festivalsommer/NN	6.112341	2	15
Festland/NN	0.46905187	2	3922
Festlegung/NN	-1.5544242	1	14671
Festnahme/NN	-0.78495985	1	6966
Festnetzkundin/NN	7.9449224	1	1
Festplatte/NN	0.43745533	4	8117
Feststellung/NN	-2.7247913	1	46783
Feststoffbooster/NN	4.9123764	1	24
Festtag/NN	0.31070608	1	2355
Festung/NN	-0.7789597	1	6839
Festzelt/NN	2.6596587	4	875
Fete/NN	1.7503895	2	1121
Fetisch/NN	1.1259984	1	1030
Fetischbegriff/NN	5.775869	1	10
Fett/NN	4.168531	286	14032
Fett/Öl/NN	6.7662673	2	7
Fettbad/NN	6.84631	3	10
Fette/NN	1.0248681	1	1112
Fettglasur/NN	6.153163	1	7
Fettpfanne./NE	7.9449224	1	1
Fettpfanne/NN	5.2984524	6	98
Fettschmelzen/NN	6.3354845	1	6
Fettspritzer/NN	6.105696	3	22
Fettuccine/NN	5.5025754	1	14
Fetzen/NN	0.86342394	1	1338
Feuchtigkeit/NN	0.6171966	3	5093
Feuchtigkeitscreme/NN	3.712629	1	82
Feuchtluft/NN	8.078454	1	1
Feudalfamilien/NN	6.88887	1	4
Feuer...unerträglich/ADJ	7.9449224	1	1
Feuer/NN	2.6470656	152	34326
Feuerball/NN	3.3420465	6	687
Feuerbilder/NN	5.7339044	1	11
Feuerbällen/NN	4.155067	1	50
Feuerdrüse/NN	7.9449224	1	1
Feuereinwirkungen/NN	7.9449224	1	1
Feuerflamme/NN	3.8780346	1	62
Feuerfontänen/NN	5.2040825	1	18
Feuergefecht/NN	3.1673758	4	527
Feuerglut/NN	5.6299148	1	11
Feuerholz/NN	2.9807675	2	327
Feuerland/NE	2.354402	1	309
Feuermeer/NN	4.5149755	1	35
Feuerprobe/NN	2.3818398	1	307
Feuersbrunst/NN	1.9022896	1	469
Feuerschiff/NN	2.565025	1	242
Feuershow/NN	4.0180106	1	59
Feuerspucker/NN	4.3205814	1	41
Feuerstelle/NN	1.9714309	2	885
Feuerstuhl-Pumbaa/NE	8.638069	1	1
Feuerstäben/NN	7.688989	3	4
Feuerstühle/NN	5.6936307	1	11
Feuertänzerin/NN	7.3617764	3	6
Feuerungsraum/NN	5.9300194	1	8
Feuerw.../NE	7.9449224	1	2
Feuerwache/NN	1.3641099	1	791
Feuerwalze/NN	4.2654624	1	46
Feuerwand/NN	3.3625093	1	116
Feuerwehr/NN	0.39694837	6	12625
Feuerwerk/NN	-0.79455394	1	6978
Feuerzange/NN	4.9004	1	25
Feuerzangenbowle/NN	2.7716014	1	204
Feuerzauber/NN	3.1357915	1	138
Feuerzeug/NN	1.0325528	1	1120
Fever/NN	3.4056249	1	106
Ffm./NE	2.8017979	1	196
Ffm/NN	3.3555007	2	264
Fiasko/NN	1.0562226	1	1168
Fiat/NE	0.29059768	1	2461
Fichtelgebirge/NN	2.1797314	1	354
Fichtelsee/NN	6.2401743	2	13
Fichtenspitzen/NN	6.5278563	1	5
Fichtner/NE	2.378488	1	317
Fieber/NN	1.9823643	17	7596
Fieberanzeichen/NN	7.385307	1	2
Fieberdurst/NN	7.4216743	2	4
Fieberdünsten/NN	8.232604	1	1
Fieberschauer/NN	5.8972297	1	9
Fieberwut/NN	7.9449224	2	2
Fieberzäpfchen/NN	4.5819464	1	35
Field/NN	1.2724149	1	889
Fifty/NE	5.966799	6	60
Fight.Unsere/NN	7.9449224	1	1
Fight/NN	1.937031	2	883
Figur/NN	-0.95398664	6	48598
Filament/NN	4.3441916	1	45
File/NN	0.21975796	1	2525
Filet/NN	2.8156157	5	1032
Filetfleisch/NN	7.5394573	1	2
Filetkoteletts/NN	7.9449224	1	1
Filetsteak/NN	4.135486	1	58
Filetstück/NN	2.4611633	1	268
Filiale/NN	-0.03006197	2	6294
Fillmore/NN	3.9106817	1	63
Film-Untertitel/NN	8.078454	1	1
Film/NN	-0.63360816	33	196044
Filmdebüt/NN	3.1945703	1	137
Filmdose/NN	2.9647462	1	165
Filmfest/NN	1.1331276	1	1058
Filmgeschäft/NN	2.226662	1	344
Filmklassiker/NN	2.3713436	1	301
Filmkuß/NN	6.413446	1	5
Filmlandschaften/NN	5.7339044	1	10
Filmmusikarrangeur/NN	8.414927	1	1
Filmografie/NN	2.3173013	1	385
Filmrezension/NN	4.0763288	1	57
Filmstar/NN	2.1229866	2	774
Filmtheaterkongress/NN	7.9449224	1	1
Filmtip/NN	1.38921	1	950
Filter-Watte/NN	7.6572404	3	4
Filter/NN	1.3913453	11	8688
Filterablage/NN	7.2517753	1	2
Filterschieber/NN	7.9449224	1	1
Filtertüte/NN	4.0907936	2	110
Filtration/NN	2.7011933	1	213
Finale/NN	0.87439895	9	12145
Finalkandidat/NN	7.9449224	1	1
Finalplatz/NN	4.711158	1	30
Finanz/NN	-0.21944554	4	15532
Finanzamt/NN	-0.9943881	2	16613
Finanzblasen/NN	4.463682	1	34
Finanzierungskonzept/NN	1.5870801	1	650
Finanzkrise/NN	0.45007518	1	1987
Finanzmarkt/NN	-0.3560718	1	4464
Finanzminister/NN	-1.0264467	1	8931
Finanzstrom/NN	2.306123	1	310
Finger/NN	1.2757813	28	24387
Fingerbreit/NN	3.6425478	1	80
Fingerhut/NN	2.0008116	1	438
Finisher-Shirt/NN	4.4408674	1	37
Fink/NN	1.950961	1	516
Finkelstein/NE	2.5638738	1	265
Finn-Saunen/NN	7.2517753	1	2
Finnbahn/NN	4.6444664	1	32
Finne/NN	0.5635762	1	1817
Finnland/NE	-0.40247542	2	9670
Finsterling/NN	3.2219691	1	123
Fire/NN	0.9896874	1	1156
Firewalls/NN	2.0008116	2	875
Firma/NN	-2.0351775	4	94762
Firnis/NN	2.151528	1	382
Firstbalken/NN	5.119089	1	19
Firth/NE	2.7582352	1	195
Fisch/NN	0.66219705	24	40096
Fischbein/NN	4.020477	1	60
Fischbrötchen/NN	3.6476371	1	84
Fischer/NE	-0.8206414	5	39314
Fischerdorf/NN	1.1141832	1	1023
Fischereiverwaltung/NN	5.007084	1	21
Fischerviertel/NN	4.721059	1	28
Fischfilet/NN	2.8087564	2	451
Fischfond/NN	3.6098127	3	276
Fischfrikadellen/NN	6.054072	1	9
Fischgericht/NN	2.077039	1	406
Fischgräte/NN	3.7162654	1	78
Fischlein/NN	2.7064877	1	213
Fischpäckchen/NN	6.0925384	1	8
Fischsosse/NN	6.728527	1	4
Fischstücke/NN	3.9062667	1	72
Fischsud/NN	4.4831004	1	39
Fischsuppe/NN	3.031349	1	158
Fischtaschen/NN	6.9333215	1	3
Fischteller/NN	4.7932553	1	26
Fischwurst/NN	7.385307	1	2
Fit/NN	1.7773186	3	1744
Fitness-Vergnügen/NN	7.9449224	1	1
Fitnessclub/NN	3.7801971	1	75
Fitneß-/TRU	2.0031078	1	406
Fixierung/NN	0.6682796	2	3193
Fizz/NN	4.6630716	1	32
Fjord/NN	1.1151286	1	1036
Fladen/NN	4.0364056	5	286
Fladenbrot/NN	3.475071	4	409
Flagge/NN	0.54122674	3	5583
Flair/NN	0.39485285	2	4342
Flake/NN	1.5419693	1	676
Flamewars/NN	5.8048563	1	10
Flamme,des/NN	7.9449224	1	1
Flamme/NN	2.9022753	56	9904
Flammen-Infernos/NN	8.414927	1	1
Flammenspitze/NN	7.0286317	1	3
Flammeri/NN	6.4980035	1	6
Flan/NN	4.4714046	1	36
Flasche/NN	1.4846581	25	17680
Flaschenbürste/NN	6.2103214	3	19
Flaschenhals/NN	2.1496248	1	370
Flatau/NN	5.547027	1	12
Flaute/NN	1.8351195	2	1028
Flavoured/NN	8.232604	1	1
Fleck/NN	1.9154278	25	11594
Fledermaus»-Inszenierungen/NN	7.9449224	1	1
Flehen/NN	2.4637628	3	795
Flehn/NN	4.1135674	1	53
Flehn/TRU	6.84631	1	3
Fleisch-/TRU	1.1834943	1	917
Fleisch/NN	1.5171266	47	32754
Fleischbrühe/NN	4.9708514	21	470
Fleischfondue/NN	5.3515353	1	17
Fleischkäse/NN	4.3306317	1	42
Fleischoberfläche/NN	5.706876	1	10
Fleischpaketchen/NN	8.638069	1	1
Fleischstück/NN	2.85386	2	375
Fleischsuppe/NN	5.0971103	1	20
Fleischtaschen/NN	6.2177014	1	7
Fleischwolf/NN	2.7505777	1	203
Fleischwurst/NN	3.3485408	1	111
Fleischwürfel/NN	4.0009165	1	69
Fleiß/NN	0.68413633	2	3122
Flensburg/NE	0.44508415	3	6307
Flensburger/NN	0.83035624	1	1367
Flicken/NN	2.359548	1	297
Flieder/NN	2.1587923	1	382
Fliedertee/NN	6.454831	2	10
Fliegen-/TRU	4.5776267	1	32
Flieger/NN	0.48835957	2	3910
Fliegerei/NN	2.109381	1	381
Fließbewegungen/NN	5.8972297	1	9
Fließen/NN	2.470029	2	529
Fließraten/NN	6.9333215	1	3
Flimmer/NN	2.1465876	1	365
Flimmerglut/NN	8.414927	1	1
Flint/NN	0.8518293	1	1353
Flirren/NN	4.177925	1	50
Flirt/NN	4.86144	43	1075
Flirtsignale/NN	6.386778	1	6
Flirtspots/NN	7.672989	2	3
Flitzer/NN	2.1610973	1	357
Flitzern/NN	4.475288	1	35
Floh/NN	0.6309523	1	1736
Flor/NN	1.3637633	1	868
Florenz/NE	0.5824358	3	5368
Florian/NE	-0.39499646	2	10563
Florida/NE	1.0746874	5	5406
Flosse/NN	1.062485	1	1086
Flossenrändern/NN	7.0286317	1	3
Fluchen/NN	2.3204536	1	326
Flucht/NN	-1.9859858	1	23150
Fluchtbewegung/NN	2.0365	1	418
Fluchtpunkt/NN	1.7151794	1	582
Fluchtversuch/NN	1.3845992	1	805
Flug/NN	0.027008833	7	21830
Flugantrieb/NN	6.88887	1	3
Flugbereitschaft/NN	3.5930328	1	82
Flugbetrieb/NN	1.9128859	2	919
Flugblatt/NN	-0.18102287	2	7574
Flughafen/NN	-1.0067726	4	34212
Flugplatz/NN	-0.35926318	1	4421
Flugschülerin/NN	7.9449224	1	1
Flugstunde/NN	1.6915745	1	577
Flugzeug/NN	-1.2968924	2	22953
Flugzeugen/NN	7.9449224	1	1
Fluid/NN	3.050821	1	149
Fluidaustritten/NN	7.9449224	1	1
Fluide/NN	4.653726	2	57
Fluiden/NN	4.612718	1	30
Fluoratum/NN	7.9449224	1	1
Flusskrebssud/NN	7.079925	1	3
Flut/NN	0.62643814	6	9997
Flutkatastrophe/NN	-0.10142679	1	3462
Flutwelle/NN	0.4082252	1	2081
Fluß/NN	-0.24964227	7	27986
Flußkrebs/NN	2.9426553	1	177
Flußtal/NN	2.451861	2	534
Flyer/NN	0.034194257	1	3095
Flying-V/NN	7.9449224	1	1
Fläche/NN	-0.33969223	10	43217
Flächenbrand/NN	1.8776549	1	486
Flächenzuwachs/NN	4.4909744	1	35
Fläschchenwärmer/NN	6.112341	1	7
Fläschenwärmer/NN	7.9449224	1	1
Flöckchen/NN	2.7701862	1	202
Flüchtlingsrückkehr/NN	4.08947	1	53
Flügel/NN	-0.112326376	4	13977
Flüsigkeit/NN	6.1325436	1	7
Flüssigkeit/NN	3.1672902	86	11328
Flüssigkeitshaushalt/NN	3.3753793	1	109
Flüssigkeitsverluste/NN	4.129961	1	57
Flüssigkeitszufuhr/NN	2.8326836	3	576
Flüssigwürze/NN	5.9990125	1	8
Flüstern/NN	1.8290303	1	519
Flüstersong/NN	7.9449224	1	1
Flüßchen/NN	3.1668499	1	131
Fock-Modell/NN	7.9449224	1	1
Focus/NE	-0.63847977	1	6487
Fohlen/NN	0.60668427	1	1728
Fokus/NN	-0.7518803	1	6946
Folge/NN	-0.85079145	23	178355
Folgejahr/NN	0.010677622	1	3132
Folie/NN	0.15388182	3	8338
Folienkartoffeln/NN	4.048013	1	56
Folter/NN	-1.4499558	1	13273
Fond/NN	0.938869	12	14740
Fondue's/NE	7.9449224	2	2
Fonduefett/NN	7.9449224	1	1
Fontäne/NN	3.6279106	7	580
Footballer/NN	3.570739	1	97
Ford/NE	-0.2036859	2	7989
Forelle/NN	0.9415161	1	1287
Foreneinträgen/NN	7.4594145	1	2
Form/NN	-0.74045855	37	234628
Formation/NN	0.42597595	2	4024
Formel/NN	1.1112412	17	17753
Formhöhe/NN	7.9449224	1	1
Formschäummaschinen/NN	7.9449224	1	1
Formulierung/NN	-1.8352386	1	19654
Forodongianus/NN	7.9449224	2	2
Forsa/NE	1.8762075	1	504
Forscher/NN	-0.5673713	6	34792
Forschung/NN	-2.7959683	2	100447
Forschungsarbeit/NN	-0.48289296	1	5113
Forschungsdaten/NN	3.9040666	1	61
Forschungsfeld/NN	0.71989596	1	1549
Forschungsgebiet/NN	1.3637633	2	1632
Forschungsthema/NN	1.4560975	1	768
Forschungsvorhaben/NN	-0.26530394	1	4053
Forsete/NN	7.5394573	1	2
Forseti/NE	6.6231666	1	4
Forstmann/NE	4.7160964	1	30
Fortinbras/NN	4.7260466	1	32
Fortnum/NN	5.775869	1	10
Fortschritt/NN	-0.904631	5	39000
Fortsetzung/NN	0.19041407	8	21031
Forum/NN	-0.5242805	18	106824
Forumbeiträge/NN	3.4598036	2	192
Forza/NE	2.5883362	1	247
Foto/NN	-0.18948755	21	98819
Fotogra­fie/NE	7.385307	1	2
Fotoserie/NN	1.741881	1	610
Fotoshooting/NN	3.0212984	1	158
Fotoshootings/NN	4.063359	1	56
Fotostrecke/NN	2.277199	1	385
Fotzen/NN	5.007084	1	21
Fourier/NN	1.8649893	1	522
Foxxy/NN	6.2177014	1	7
Foyer/NN	-0.29219306	1	4221
Fracht/NN	3.0798318	13	1887
Frage/NN	-0.41532034	105	532670
Fragestellung/NN	-1.9584026	1	22638
Fraktale/NN	3.5382032	2	190
Fraktion/NN	-0.6991677	5	30688
Frames/NE	2.0230088	1	445
Fran/NE	1.6400167	1	728
Francesca/NE	2.7684197	2	414
Franchiseunternehmen/NN	5.08989	1	19
Francisco/NE	0.44854748	3	6097
Franciskovic/NE	7.9449224	1	1
Frank/NE	-0.80585563	5	39197
Franke/NN	-0.7384629	1	6753
Frankfurt/Main/NE	-0.53729105	1	5978
Frankfurt/NE	-0.8626074	10	78284
Frankfurter/ADJ	-2.3340306	1	33301
Frankie/NE	1.4252222	1	807
Frankreich/NE	-1.6146742	5	79594
Frans/NE	1.957215	1	527
Fransenflügler/NN	5.8048563	2	20
Franzi/NE	1.2418877	1	1023
Franzose/NN	-0.93116826	2	15946
Französin/NN	1.1155342	1	1025
Französisch-Sex/NN	8.414927	1	1
Frasers/NN	5.1491666	1	19
Frau/NN	-0.67067355	81	504525
Frau:Ich/NN	8.414927	1	1
Frauchen/NN	1.4435389	2	1531
Frauen-Nationalmannschaft/NN	2.933454	1	167
Frauenau/NE	3.372792	1	100
Frauengemeinschaft/NN	2.3609562	1	289
Frauenheilkunde/NN	1.6635907	1	586
Frauenkrimi/NN	4.1924815	1	48
Frauenmuseum/NN	3.5946445	1	88
Frauenpower/NN	3.1553495	1	162
Frauenraum/NN	3.7071993	1	81
Frauenrund/NN	5.5817127	2	25
Frauenspielgemeinschaft/NN	7.4594145	1	2
Frauenzimmer/NN	1.7890034	1	533
Fred/NE	-0.648514	1	7082
Fredde/NN	5.2285733	1	19
Freddy/NE	0.84696007	1	1460
Free/ADJ	0.7065603	2	3064
Freenet/NN	4.371875	1	39
Freia/NE	4.13965	2	108
Freibad/NN	1.9301381	6	2769
Freibadsommer/NN	7.385307	1	2
Freibadwetters/NN	7.9449224	1	1
Freibier/NN	2.218482	1	368
Freiburg/NE	-1.142565	2	20893
Freiburger/ADJ	-0.337023	1	4342
Freiburger/NN	3.1522357	1	132
Freie/NN	-1.6796818	2	32709
Freigabe/NN	-0.41004592	1	4641
Freiheit/NN	-1.7034084	5	85993
Freiherr/NN	0.12911022	1	2746
Freilustenthusiasten/NN	8.078454	1	1
Freising/NN	0.4498667	1	2207
Freisprecheinrichtung/NN	2.2237914	1	356
Freitag-Nachmittag/NN	5.4393964	1	14
Freitag/NN	0.67295814	36	62218
Freitagabend/NN	0.24575959	1	2440
Freitagnachmittag/NN	1.548618	1	671
Freizeit/NN	-1.7608837	1	18501
Freizeitpark/NN	0.8158252	1	1434
Freizügigkeit/NN	0.09243474	1	2800
Fremde/NN	-1.2265017	2	21602
Fremdlabor/NN	4.782617	1	25
Fremdwort/NN	0.93297607	2	2643
Fressen/NN	0.43373954	1	2118
Freude/NN	-1.1421645	6	59588
Freund/NE	-0.6671036	1	6340
Freund/NN	-0.35875413	31	141155
Freundeskreis/NN	-0.4714278	1	5005
Freundin/NN	-0.0024990358	11	34697
Freundliche/NN	1.6734616	1	617
Freßbarkeit/NN	6.6570683	1	4
Frida/NE	1.4243013	1	801
Friede/NN	-0.73085445	12	78592
Friedel/NE	2.221133	2	760
Friedensbewegte/NN	3.0364122	2	303
Friedensnobelpreis/NN	0.92517865	1	1325
Friedenspflicht/NN	2.0706942	1	397
Friedenspreis/NN	0.8816602	1	1264
Friedensverhandlung/NN	0.73613703	1	1496
Friedhof/NN	-1.424812	1	13008
Friedrich/NE	0.3672033	21	48356
Frikadelle/NN	3.2674315	3	372
Frisch-/TRU	3.3779736	1	102
Frisch/NE	0.94106185	2	2658
Frische/NN	1.1360211	3	3070
Frischgekochte/NN	8.078454	2	2
Frischhaltefolie/NN	3.2645288	2	244
Frischluftzug/NN	7.9449224	1	1
Frischwasser/NN	2.0777464	1	406
Frisiersalon/NN	2.8412523	1	185
Frist/NN	-1.7575881	2	35221
Frisur/NN	0.27852488	1	2411
Friteuse/NE	6.310792	1	7
Friteuse/NN	4.059928	3	168
Friteusenfett/NN	7.4216743	2	4
Fritiertopf/NN	8.078454	1	1
Fritte/NN	3.031349	2	312
Frittenfett/NN	5.7546663	2	19
Frittieren/NN	3.9543962	3	187
Frittierfett/NN	5.5555863	4	50
Fritz/NE	-0.7683103	3	22071
Fritüre/NN	6.0170307	1	9
Frodo/NE	0.638391	1	1858
Frontier/NN	1.661955	1	605
Frontseite/NN	2.4140062	1	283
Frosch/NN	1.5270237	7	4957
Frost/NN	0.57190126	2	3574
Frostblasen/NN	6.054072	1	7
Frotteehandtuch/NN	4.980939	1	23
Frotteezylinder/NN	7.9449224	1	1
Frottieren/NN	5.761684	1	10
Frozen/NE	3.8484967	1	66
Frucht/NN	0.5523464	14	25496
Fruchtbarkeit/NN	0.7965767	2	2828
Fruchthüllenreste/NN	7.9449224	1	1
Fruchtjogurtgenuss/NN	7.9449224	2	2
Fruchtmasse/NN	6.112341	3	22
Fruchtmus/NN	5.007084	1	21
Fruchtpunsch/NN	6.590377	1	5
Fruchtsaft/NN	2.3498626	4	1229
Fruchtsaftschorlen/NN	3.9605787	1	64
Fruchtstempeln/NN	7.9449224	2	2
Fruchttee/NN	7.582017	2	3
Fruitpicker/NN	7.4594145	1	2
Fruststrafe/NN	8.638069	1	1
Fränkische/ADJ	1.7058656	1	590
Frömmigkeit/NN	0.042250093	1	3002
Früchtetee/NN	4.351041	5	212
Frühbeetkaste/NN	4.3648815	1	41
Frühe/NN	-0.2524098	1	3950
Frühjahr/NN	0.40815344	13	27398
Frühjahrstag/NN	6.360802	1	5
Frühkartoffel/NN	3.483334	1	105
Frühling/NN	1.5807025	15	10208
Frühlings-/TRU	2.809124	1	181
Frühlingsblüher/NN	3.9040666	1	66
Frühlingsrolle/NN	4.7260466	3	85
Frühlingssturm/NN	5.0339313	1	23
Frühlingstag/NN	2.8098595	2	379
Frühlingswetter/NN	3.741163	2	157
Frühlingswochenende/NN	6.310792	1	6
Frühlingszwiebel/NN	2.2915564	2	685
Frühlingszwiebelringe/NN	6.2866945	1	6
Frühmahl/NN	5.3609247	1	14
Frühnebel/NN	4.859578	2	49
Frühsommer/NN	1.407054	2	1545
Frühsommertages/NN	6.6570683	1	4
Frühstück,was/NE	6.7662673	1	4
Frühstück/NN	0.8113771	12	17871
Frühstücks-/TRU	3.53061	1	98
Frühstücksbestandteil/NN	8.078454	1	1
Frühstücksbuffet/NN	1.31953	1	948
Frühstückskaffee/NN	4.6171923	1	32
Frühstücksraum/NN	2.6397536	1	238
Frühwinter/NN	4.7932553	1	27
Frühzeit/NN	0.7235432	1	1469
Frühzustand/NN	7.9449224	1	1
Fu*#%ll/NN	8.232604	1	1
Fu/NE	1.1065172	1	1049
Fuchs/NE	-0.59810907	1	6091
Fuchsgraben/NN	7.4594145	1	2
Fuhrmann/NE	1.1411397	1	1085
Fulda/NE	-0.01692709	1	3243
Fumarole/NN	7.3502154	4	8
Fumarolen/NN	5.700231	2	21
Fun/NE	1.1192589	2	2164
Fund/NN	-0.3667369	2	9163
